comboId,docId,annotId,annotSet,annotType,annotSpan,subSpanType,linkId,linkSpan,subSpan,unit,unitEncoded,misc
S2213158213000582-1309_T1-5,S2213158213000582-1309,T1-5,5,Quantity,"[638, 642]",,,,,,,
S2213158213000582-1309_T2-5,S2213158213000582-1309,T2-5,5,MeasuredEntity,"[634, 635]",HasQuantity,T1-5,"[638, 642]","[634, 642]",,,
S2213158213000582-1327_T1-1,S2213158213000582-1327,T1-1,1,Quantity,"[636, 638]",,,,,,,{'mods': ['IsCount']}
S2213158213000582-1327_T2-1,S2213158213000582-1327,T2-1,1,MeasuredEntity,"[639, 667]",HasQuantity,T1-1,"[636, 638]","[636, 667]",,,
S2213158213000582-1327_T1-2,S2213158213000582-1327,T1-2,2,Quantity,"[669, 671]",,,,,,,{'mods': ['IsCount']}
S2213158213000582-1327_T3-2,S2213158213000582-1327,T3-2,2,MeasuredEntity,"[672, 679]",HasQuantity,T1-2,"[669, 671]","[669, 679]",,,
S2213158213000582-1327_T2-2,S2213158213000582-1327,T2-2,2,Qualifier,"[680, 698]",Qualifies,T3-2,"[672, 679]","[672, 698]",,,
S2213158213000582-1327_T1-3,S2213158213000582-1327,T1-3,3,Quantity,"[701, 703]",,,,,,,{'mods': ['IsCount']}
S2213158213000582-1327_T2-3,S2213158213000582-1327,T2-3,3,MeasuredEntity,"[704, 724]",HasQuantity,T1-3,"[701, 703]","[701, 724]",,,
S2213158213000582-1327_T1-4,S2213158213000582-1327,T1-4,4,Quantity,"[831, 844]",,,,,mm per side,"[5471, 228, 526]",
S2213158213000582-1327_T4-4,S2213158213000582-1327,T4-4,4,MeasuredProperty,"[821, 827]",HasQuantity,T1-4,"[831, 844]","[821, 844]",,,
S2213158213000582-1327_T3-4,S2213158213000582-1327,T3-4,4,MeasuredEntity,"[798, 815]",HasProperty,T4-4,"[821, 827]","[798, 827]",,,
S2213158213000582-1340_T1-1,S2213158213000582-1340,T1-1,1,Quantity,"[28, 35]",,,,,Hz,[37825],
S2213158213000582-1340_T3-1,S2213158213000582-1340,T3-1,1,MeasuredEntity,"[36, 51]",HasQuantity,T1-1,"[28, 35]","[28, 51]",,,
S2213158213000582-1340_T1-2,S2213158213000582-1340,T1-2,2,Quantity,"[99, 108]",,,,,ms,[4339],
S2213158213000582-1340_T3-2,S2213158213000582-1340,T3-2,2,MeasuredProperty,"[81, 98]",HasQuantity,T1-2,"[99, 108]","[81, 108]",,,
S2213158213000582-1340_T2-2,S2213158213000582-1340,T2-2,2,MeasuredEntity,"[65, 80]",HasProperty,T3-2,"[81, 98]","[65, 98]",,,
S2213158213000582-1340_T5-2,S2213158213000582-1340,T5-2,2,Qualifier,"[109, 122]",Qualifies,T1-2,"[99, 108]","[99, 122]",,,
S2213158213000582-1340_T1-3,S2213158213000582-1340,T1-3,3,Quantity,"[298, 304]",,,,,%,[207],
S2213158213000582-1340_T2-3,S2213158213000582-1340,T2-3,3,MeasuredProperty,"[225, 259]",HasQuantity,T1-3,"[298, 304]","[225, 304]",,,
S2213158213000582-1340_T3-3,S2213158213000582-1340,T3-3,3,MeasuredEntity,"[264, 293]",HasProperty,T2-3,"[225, 259]","[225, 293]",,,
S2213158213000582-1340_T4-3,S2213158213000582-1340,T4-3,3,Qualifier,"[309, 311]",Qualifies,T2-3,"[225, 259]","[225, 311]",,,
S2213158213000582-1340_T1-4,S2213158213000582-1340,T1-4,4,Quantity,"[316, 322]",,,,,%,[207],
S2213158213000582-1340_T2-4,S2213158213000582-1340,T2-4,4,MeasuredProperty,"[225, 259]",HasQuantity,T1-4,"[316, 322]","[225, 322]",,,
S2213158213000582-1340_T5-4,S2213158213000582-1340,T5-4,4,MeasuredEntity,"[264, 293]",HasProperty,T2-4,"[225, 259]","[225, 293]",,,
S2213158213000582-1340_T4-4,S2213158213000582-1340,T4-4,4,Qualifier,"[327, 329]",Qualifies,T2-4,"[225, 259]","[225, 329]",,,
S2213158213000582-1340_T1-5,S2213158213000582-1340,T1-5,5,Quantity,"[417, 423]",,,,,%,[207],
S2213158213000582-1340_T2-5,S2213158213000582-1340,T2-5,5,MeasuredProperty,"[335, 369]",HasQuantity,T1-5,"[417, 423]","[335, 423]",,,
S2213158213000582-1340_T3-5,S2213158213000582-1340,T3-5,5,MeasuredEntity,"[374, 404]",HasProperty,T2-5,"[335, 369]","[335, 404]",,,
S2213158213000582-1340_T5-5,S2213158213000582-1340,T5-5,5,Qualifier,"[428, 430]",Qualifies,T2-5,"[335, 369]","[335, 430]",,,
S2213158213000582-1340_T1-6,S2213158213000582-1340,T1-6,6,Quantity,"[435, 441]",,,,,%,[207],
S2213158213000582-1340_T2-6,S2213158213000582-1340,T2-6,6,MeasuredProperty,"[335, 369]",HasQuantity,T1-6,"[435, 441]","[335, 441]",,,
S2213158213000582-1340_T3-6,S2213158213000582-1340,T3-6,6,MeasuredEntity,"[374, 404]",HasProperty,T2-6,"[335, 369]","[335, 404]",,,
S2213158213000582-1340_T5-6,S2213158213000582-1340,T5-6,6,Qualifier,"[446, 448]",Qualifies,T2-6,"[335, 369]","[335, 448]",,,
S2213158213000582-1340_T1-7,S2213158213000582-1340,T1-7,7,Quantity,"[542, 546]",,,,,,,
S2213158213000582-1340_T3-7,S2213158213000582-1340,T3-7,7,MeasuredProperty,"[534, 539]",HasQuantity,T1-7,"[542, 546]","[534, 546]",,,
S2213158213000582-1340_T2-7,S2213158213000582-1340,T2-7,7,MeasuredEntity,"[516, 532]",HasProperty,T3-7,"[534, 539]","[516, 539]",,,
S2213158213000582-1340_T1-8,S2213158213000582-1340,T1-8,8,Quantity,"[552, 556]",,,,,,,
S2213158213000582-1340_T3-8,S2213158213000582-1340,T3-8,8,MeasuredProperty,"[548, 549]",HasQuantity,T1-8,"[552, 556]","[548, 556]",,,
S2213158213000582-1340_T2-8,S2213158213000582-1340,T2-8,8,MeasuredEntity,"[516, 532]",HasProperty,T3-8,"[548, 549]","[516, 549]",,,
S2213158213000582-1340_T1-9,S2213158213000582-1340,T1-9,9,Quantity,"[588, 592]",,,,,,,
S2213158213000582-1340_T3-9,S2213158213000582-1340,T3-9,9,MeasuredProperty,"[580, 585]",HasQuantity,T1-9,"[588, 592]","[580, 592]",,,
S2213158213000582-1340_T2-9,S2213158213000582-1340,T2-9,9,MeasuredEntity,"[561, 578]",HasProperty,T3-9,"[580, 585]","[561, 585]",,,
S2213158213000582-1340_T1-10,S2213158213000582-1340,T1-10,10,Quantity,"[599, 602]",,,,,,,
S2213158213000582-1340_T2-10,S2213158213000582-1340,T2-10,10,MeasuredProperty,"[594, 595]",HasQuantity,T1-10,"[599, 602]","[594, 602]",,,
S2213158213000582-1340_T3-10,S2213158213000582-1340,T3-10,10,MeasuredEntity,"[561, 578]",HasProperty,T2-10,"[594, 595]","[561, 595]",,,
S2213158213000582-1390_T1-1,S2213158213000582-1390,T1-1,1,Quantity,"[23, 28]",,,,,ms,[4339],
S2213158213000582-1390_T3-1,S2213158213000582-1390,T3-1,1,MeasuredEntity,"[0, 19]",HasQuantity,T1-1,"[23, 28]","[0, 28]",,,
S2213158213000582-1390_T3-2,S2213158213000582-1390,T3-2,2,Quantity,"[99, 103]",,,,,,,
S2213158213000582-1390_T2-2,S2213158213000582-1390,T2-2,2,MeasuredProperty,"[95, 96]",HasQuantity,T3-2,"[99, 103]","[95, 103]",,,
S2213158213000582-1390_T1-2,S2213158213000582-1390,T1-2,2,MeasuredEntity,"[91, 94]",HasProperty,T2-2,"[95, 96]","[91, 96]",,,
S2213158213000582-1390_T1-3,S2213158213000582-1390,T1-3,3,Quantity,"[234, 239]",,,,,ms,[4339],
S2213158213000582-1390_T4-3,S2213158213000582-1390,T4-3,3,MeasuredProperty,"[240, 248]",HasQuantity,T1-3,"[234, 239]","[234, 248]",,,
S2213158213000582-1390_T3-3,S2213158213000582-1390,T3-3,3,MeasuredEntity,"[200, 233]",HasProperty,T4-3,"[240, 248]","[200, 248]",,,
S2213158213000582-1390_T1-4,S2213158213000582-1390,T1-4,4,Quantity,"[348, 353]",,,,,ms,[4339],
S2213158213000582-1390_T3-4,S2213158213000582-1390,T3-4,4,MeasuredProperty,"[354, 362]",HasQuantity,T1-4,"[348, 353]","[348, 362]",,,
S2213158213000582-1390_T2-4,S2213158213000582-1390,T2-4,4,MeasuredEntity,"[315, 347]",HasProperty,T3-4,"[354, 362]","[315, 362]",,,
S2213158213000582-1398_T1-1,S2213158213000582-1398,T1-1,1,Quantity,"[15, 20]",,,,,ms,[4339],
S2213158213000582-1398_T2-1,S2213158213000582-1398,T2-1,1,MeasuredEntity,"[21, 31]",HasQuantity,T1-1,"[15, 20]","[15, 31]",,,
S2213158213000582-1398_T1-2,S2213158213000582-1398,T1-2,2,Quantity,"[56, 62]",,,,,ms,[4339],
S2213158213000582-1398_T3-2,S2213158213000582-1398,T3-2,2,MeasuredEntity,"[33, 52]",HasQuantity,T1-2,"[56, 62]","[33, 62]",,,
S2213158213000582-1398_T1-3,S2213158213000582-1398,T1-3,3,Quantity,"[131, 137]",,,,,,,{'mods': ['IsRange']}
S2213158213000582-1398_T3-3,S2213158213000582-1398,T3-3,3,MeasuredProperty,"[125, 130]",HasQuantity,T1-3,"[131, 137]","[125, 137]",,,
S2213158213000582-1398_T2-3,S2213158213000582-1398,T2-3,3,MeasuredEntity,"[79, 123]",HasProperty,T3-3,"[125, 130]","[79, 130]",,,
S2213158213000582-1398_T1-4,S2213158213000582-1398,T1-4,4,Quantity,"[257, 263]",,,,,ms,[4339],
S2213158213000582-1398_T2-4,S2213158213000582-1398,T2-4,4,MeasuredEntity,"[33, 52]",HasQuantity,T1-4,"[257, 263]","[33, 263]",,,
S2213158213000582-1398_T1-5,S2213158213000582-1398,T1-5,5,Quantity,"[363, 369]",,,,,ms,[4339],
S2213158213000582-1398_T3-5,S2213158213000582-1398,T3-5,5,MeasuredEntity,"[33, 52]",HasQuantity,T1-5,"[363, 369]","[33, 369]",,,
S2213158213000582-1410_T1-1,S2213158213000582-1410,T1-1,1,Quantity,"[506, 511]",,,,,ms,[4339],
S2213158213000582-1410_T3-1,S2213158213000582-1410,T3-1,1,MeasuredEntity,"[533, 554]",HasQuantity,T1-1,"[506, 511]","[506, 554]",,,
S2213158213000582-1410_T4-1,S2213158213000582-1410,T4-1,1,Qualifier,"[501, 505]",Qualifies,T1-1,"[506, 511]","[501, 511]",,,
S2213158213000582-1410_T1-2,S2213158213000582-1410,T1-2,2,Quantity,"[526, 532]",,,,,ms,[4339],
S2213158213000582-1410_T3-2,S2213158213000582-1410,T3-2,2,MeasuredEntity,"[533, 554]",HasQuantity,T1-2,"[526, 532]","[526, 554]",,,
S2213158213000582-1410_T4-2,S2213158213000582-1410,T4-2,2,Qualifier,"[516, 525]",Qualifies,T1-2,"[526, 532]","[516, 532]",,,
S2213158213000582-1410_T1-3,S2213158213000582-1410,T1-3,3,Quantity,"[608, 621]",,,,,ms,[4339],
S2213158213000582-1410_T3-3,S2213158213000582-1410,T3-3,3,MeasuredEntity,"[556, 573]",HasQuantity,T1-3,"[608, 621]","[556, 621]",,,
S2213158213000582-1410_T4-3,S2213158213000582-1410,T4-3,3,Qualifier,"[588, 599]",Qualifies,T1-3,"[608, 621]","[588, 621]",,,
S2213158213000582-1424_T1-1,S2213158213000582-1424,T1-1,1,Quantity,"[1084, 1089]",,,,,ms,[4339],
S2213158213000582-1424_T4-1,S2213158213000582-1424,T4-1,1,MeasuredProperty,"[1111, 1128]",HasQuantity,T1-1,"[1084, 1089]","[1084, 1128]",,,
S2213158213000582-1424_T3-1,S2213158213000582-1424,T3-1,1,MeasuredEntity,"[1090, 1110]",HasProperty,T4-1,"[1111, 1128]","[1090, 1128]",,,
S2213158213000582-1424_T1-2,S2213158213000582-1424,T1-2,2,Quantity,"[1286, 1292]",,,,,ms,[4339],
S2213158213000582-1424_T4-2,S2213158213000582-1424,T4-2,2,MeasuredProperty,"[1314, 1331]",HasQuantity,T1-2,"[1286, 1292]","[1286, 1331]",,,
S2213158213000582-1424_T3-2,S2213158213000582-1424,T3-2,2,MeasuredEntity,"[1293, 1313]",HasProperty,T4-2,"[1314, 1331]","[1293, 1331]",,,
S2213158213000582-1424_T1-3,S2213158213000582-1424,T1-3,3,Quantity,"[1536, 1539]",,,,,,,{'mods': ['IsCount']}
S2213158213000582-1424_T2-3,S2213158213000582-1424,T2-3,3,MeasuredEntity,"[1540, 1547]",HasQuantity,T1-3,"[1536, 1539]","[1536, 1547]",,,
S2213158213000582-1424_T1-4,S2213158213000582-1424,T1-4,4,Quantity,"[1724, 1730]",,,,,ms,[4339],
S2213158213000582-1424_T3-4,S2213158213000582-1424,T3-4,4,MeasuredProperty,"[1731, 1748]",HasQuantity,T1-4,"[1724, 1730]","[1724, 1748]",,,
S2213158213000582-1424_T4-4,S2213158213000582-1424,T4-4,4,MeasuredEntity,"[1752, 1817]",HasProperty,T3-4,"[1731, 1748]","[1731, 1817]",,,
S2213158213000582-1469_T1-1,S2213158213000582-1469,T1-1,1,Quantity,"[318, 324]",,,,,ms,[4339],
S2213158213000582-1469_T3-1,S2213158213000582-1469,T3-1,1,MeasuredEntity,"[325, 355]",HasQuantity,T1-1,"[318, 324]","[318, 355]",,,
S2213158213000582-1469_T1-2,S2213158213000582-1469,T1-2,2,Quantity,"[545, 551]",,,,,ms,[4339],
S2213158213000582-1469_T2-2,S2213158213000582-1469,T2-2,2,MeasuredEntity,"[552, 568]",HasQuantity,T1-2,"[545, 551]","[545, 568]",,,
S2213158213000582-751_T1-1,S2213158213000582-751,T1-1,1,Quantity,"[27, 32]",,,,,ms,[4339],
S2213158213000582-751_T2-1,S2213158213000582-751,T2-1,1,MeasuredEntity,"[33, 41]",HasQuantity,T1-1,"[27, 32]","[27, 41]",,,
S2213158213000582-751_T1-2,S2213158213000582-751,T1-2,2,Quantity,"[101, 105]",,,,,,,
S2213158213000582-751_T2-2,S2213158213000582-751,T2-2,2,MeasuredProperty,"[97, 98]",HasQuantity,T1-2,"[101, 105]","[97, 105]",,,
S2213158213000582-751_T3-2,S2213158213000582-751,T3-2,2,MeasuredEntity,"[93, 96]",HasProperty,T2-2,"[97, 98]","[93, 98]",,,
S2213158213000582-751_T1-3,S2213158213000582-751,T1-3,3,Quantity,"[199, 203]",,,,,,,
S2213158213000582-751_T3-3,S2213158213000582-751,T3-3,3,MeasuredProperty,"[195, 196]",HasQuantity,T1-3,"[199, 203]","[195, 203]",,,
S2213158213000582-751_T2-3,S2213158213000582-751,T2-3,3,MeasuredEntity,"[191, 194]",HasProperty,T3-3,"[195, 196]","[191, 196]",,,
S2213158213000582-766_T1-1,S2213158213000582-766,T1-1,1,Quantity,"[27, 33]",,,,,ms,[4339],
S2213158213000582-766_T2-1,S2213158213000582-766,T2-1,1,MeasuredEntity,"[34, 42]",HasQuantity,T1-1,"[27, 33]","[27, 42]",,,
S2213158213001253-2433_T1-1,S2213158213001253-2433,T1-1,1,Quantity,"[20, 25]",,,,,,,{'mods': ['IsCount']}
S2213158213001253-2433_T2-1,S2213158213001253-2433,T2-1,1,MeasuredEntity,"[26, 37]",HasQuantity,T1-1,"[20, 25]","[20, 37]",,,
S2213158213001253-2433_T1-2,S2213158213001253-2433,T1-2,2,Quantity,"[319, 323]",,,,,,,{'mods': ['IsRange']}
S2213158213001253-2433_T3-2,S2213158213001253-2433,T3-2,2,MeasuredProperty,"[296, 299]",HasQuantity,T1-2,"[319, 323]","[296, 323]",,,
S2213158213001253-2433_T2-2,S2213158213001253-2433,T2-2,2,MeasuredEntity,"[268, 287]",HasProperty,T3-2,"[296, 299]","[268, 299]",,,
S2213158213001253-2433_T4-2,S2213158213001253-2433,T4-2,2,Qualifier,"[308, 318]",Qualifies,T1-2,"[319, 323]","[308, 323]",,,
S2213158213001253-2433_T1-3,S2213158213001253-2433,T1-3,3,Quantity,"[328, 332]",,,,,,,{'mods': ['IsRange']}
S2213158213001253-2433_T3-3,S2213158213001253-2433,T3-3,3,MeasuredProperty,"[304, 307]",HasQuantity,T1-3,"[328, 332]","[304, 332]",,,
S2213158213001253-2433_T2-3,S2213158213001253-2433,T2-3,3,MeasuredEntity,"[268, 287]",HasProperty,T3-3,"[304, 307]","[268, 307]",,,
S2213158213001253-2433_T4-3,S2213158213001253-2433,T4-3,3,Qualifier,"[308, 318]",Qualifies,T1-3,"[328, 332]","[308, 332]",,,
S2213158213001253-2433_T1-4,S2213158213001253-2433,T1-4,4,Quantity,"[555, 559]",,,,,%,[207],
S2213158213001253-2433_T2-4,S2213158213001253-2433,T2-4,4,MeasuredProperty,"[560, 578]",HasQuantity,T1-4,"[555, 559]","[555, 578]",,,
S2213158213001253-2433_T3-4,S2213158213001253-2433,T3-4,4,MeasuredEntity,"[382, 397]",HasProperty,T2-4,"[560, 578]","[382, 578]",,,
S2213158213001253-2433_T4-4,S2213158213001253-2433,T4-4,4,Qualifier,"[541, 554]",Qualifies,T1-4,"[555, 559]","[541, 559]",,,
S2213158213001253-2433_T6-4,S2213158213001253-2433,T6-4,4,Qualifier,"[357, 360]",Qualifies,T3-4,"[382, 397]","[357, 397]",,,
S2213158213001253-2433_T1-5,S2213158213001253-2433,T1-5,5,Quantity,"[613, 628]",,,,,%,[207],
S2213158213001253-2433_T3-5,S2213158213001253-2433,T3-5,5,MeasuredProperty,"[593, 612]",HasQuantity,T1-5,"[613, 628]","[593, 628]",,,
S2213158213001253-2433_T4-5,S2213158213001253-2433,T4-5,5,MeasuredEntity,"[382, 397]",HasProperty,T3-5,"[593, 612]","[382, 612]",,,
S2213158213001253-2433_T5-5,S2213158213001253-2433,T5-5,5,Qualifier,"[357, 360]",Qualifies,T4-5,"[382, 397]","[357, 397]",,,
S2213158213001253-2433_T1-6,S2213158213001253-2433,T1-6,6,Quantity,"[708, 710]",,,,,%,[207],
S2213158213001253-2433_T4-6,S2213158213001253-2433,T4-6,6,MeasuredProperty,"[711, 730]",HasQuantity,T1-6,"[708, 710]","[708, 730]",,,
S2213158213001253-2433_T2-6,S2213158213001253-2433,T2-6,6,MeasuredEntity,"[643, 655]",HasProperty,T4-6,"[711, 730]","[643, 730]",,,
S2213158213001253-2433_T3-6,S2213158213001253-2433,T3-6,6,Qualifier,"[694, 707]",Qualifies,T1-6,"[708, 710]","[694, 710]",,,
S2213158213001253-2433_T1-7,S2213158213001253-2433,T1-7,7,Quantity,"[764, 777]",,,,,%,[207],
S2213158213001253-2433_T3-7,S2213158213001253-2433,T3-7,7,MeasuredProperty,"[745, 763]",HasQuantity,T1-7,"[764, 777]","[745, 777]",,,
S2213158213001253-2433_T4-7,S2213158213001253-2433,T4-7,7,MeasuredEntity,"[643, 655]",HasProperty,T3-7,"[745, 763]","[643, 763]",,,
S2213158213001253-2433_T1-8,S2213158213001253-2433,T1-8,8,Quantity,"[1227, 1230]",,,,,,,{'mods': ['IsCount']}
S2213158213001253-2433_T2-8,S2213158213001253-2433,T2-8,8,MeasuredEntity,"[1231, 1249]",HasQuantity,T1-8,"[1227, 1230]","[1227, 1249]",,,
S2213158213001253-2433_T1-9,S2213158213001253-2433,T1-9,9,Quantity,"[1388, 1391]",,,,,,,{'mods': ['IsCount']}
S2213158213001253-2433_T2-9,S2213158213001253-2433,T2-9,9,MeasuredEntity,"[1392, 1398]",HasQuantity,T1-9,"[1388, 1391]","[1388, 1398]",,,
S2213158213001253-2433_T1-10,S2213158213001253-2433,T1-10,10,Quantity,"[1549, 1552]",,,,,,,{'mods': ['IsCount']}
S2213158213001253-2433_T2-10,S2213158213001253-2433,T2-10,10,MeasuredEntity,"[1553, 1571]",HasQuantity,T1-10,"[1549, 1552]","[1549, 1571]",,,
S2213158213001253-2583_T1-1,S2213158213001253-2583,T1-1,1,Quantity,"[2647, 2659]",,,,,mm,[5471],
S2213158213001253-2583_T3-1,S2213158213001253-2583,T3-1,1,MeasuredProperty,"[2617, 2627]",HasQuantity,T1-1,"[2647, 2659]","[2617, 2659]",,,
S2213158213001253-2583_T2-1,S2213158213001253-2583,T2-1,1,MeasuredEntity,"[2635, 2645]",HasProperty,T3-1,"[2617, 2627]","[2617, 2645]",,,
S2213671113000738-430_T1-1,S2213671113000738-430,T1-1,1,Quantity,"[28, 36]",,,,,months,[34606],
S2213671113000738-430_T4-1,S2213671113000738-430,T4-1,1,MeasuredProperty,"[37, 58]",HasQuantity,T1-1,"[28, 36]","[28, 58]",,,
S2213671113000738-430_T3-1,S2213671113000738-430,T3-1,1,MeasuredEntity,"[6, 24]",HasProperty,T4-1,"[37, 58]","[6, 58]",,,
S2213671113000738-435_T1-1,S2213671113000738-435,T1-1,1,Quantity,"[108, 109]",,,,,,,
S2213671113000738-435_T3-1,S2213671113000738-435,T3-1,1,MeasuredProperty,"[104, 105]",HasQuantity,T1-1,"[108, 109]","[104, 109]",,,
S2213671113000738-435_T2-1,S2213671113000738-435,T2-1,1,MeasuredEntity,"[70, 74]",HasProperty,T3-1,"[104, 105]","[70, 105]",,,
S2213671113000738-435_T1-2,S2213671113000738-435,T1-2,2,Quantity,"[194, 200]",,,,,μm,"[47049, 119]",
S2213671113000738-435_T3-2,S2213671113000738-435,T3-2,2,MeasuredProperty,"[182, 192]",HasQuantity,T1-2,"[194, 200]","[182, 200]",,,
S2213671113000738-435_T4-2,S2213671113000738-435,T4-2,2,MeasuredEntity,"[204, 211]",HasProperty,T3-2,"[182, 192]","[182, 211]",,,
S2213671113000738-435_T1-3,S2213671113000738-435,T1-3,3,Quantity,"[213, 218]",,,,,μm,"[47049, 119]",
S2213671113000738-435_T5-3,S2213671113000738-435,T5-3,3,MeasuredProperty,"[182, 192]",HasQuantity,T1-3,"[213, 218]","[182, 218]",,,
S2213671113000738-435_T4-3,S2213671113000738-435,T4-3,3,MeasuredEntity,"[232, 239]",HasProperty,T5-3,"[182, 192]","[182, 239]",,,
S2213671113000738-435_T3-3,S2213671113000738-435,T3-3,3,Qualifier,"[222, 228]",Qualifies,T4-3,"[232, 239]","[222, 239]",,,
S2213671113000738-435_T1-4,S2213671113000738-435,T1-4,4,Quantity,"[241, 247]",,,,,μm,"[47049, 119]",
S2213671113000738-435_T4-4,S2213671113000738-435,T4-4,4,MeasuredProperty,"[182, 192]",HasQuantity,T1-4,"[241, 247]","[182, 247]",,,
S2213671113000738-435_T3-4,S2213671113000738-435,T3-4,4,MeasuredEntity,"[251, 266]",HasProperty,T4-4,"[182, 192]","[182, 266]",,,
S2213671113000738-445_T1-1,S2213671113000738-445,T1-1,1,Quantity,"[105, 110]",,,,,hr,[5039],
S2213671113000738-445_T3-1,S2213671113000738-445,T3-1,1,MeasuredProperty,"[66, 76]",HasQuantity,T1-1,"[105, 110]","[66, 110]",,,
S2213671113000738-445_T2-1,S2213671113000738-445,T2-1,1,MeasuredEntity,"[84, 89]",HasProperty,T3-1,"[66, 76]","[66, 89]",,,
S2213671113000738-445_T4-1,S2213671113000738-445,T4-1,1,Qualifier,"[90, 100]",Qualifies,T3-1,"[66, 76]","[66, 100]",,,
S2213671113000738-447_T1-1,S2213671113000738-447,T1-1,1,Quantity,"[234, 238]",,,,,%,[207],
S2213671113000738-447_T2-1,S2213671113000738-447,T2-1,1,MeasuredProperty,"[139, 154]",HasQuantity,T1-1,"[234, 238]","[139, 238]",,,
S2213671113000738-447_T3-1,S2213671113000738-447,T3-1,1,MeasuredEntity,"[242, 261]",HasProperty,T2-1,"[139, 154]","[139, 261]",,,
S2213671113000738-485_T1-1,S2213671113000738-485,T1-1,1,Quantity,"[81, 89]",,,,,months,[34606],
S2213671113000738-485_T3-1,S2213671113000738-485,T3-1,1,MeasuredEntity,"[6, 58]",HasQuantity,T1-1,"[81, 89]","[6, 89]",,,
S2213671113000738-485_T4-1,S2213671113000738-485,T4-1,1,Qualifier,"[90, 110]",Qualifies,T1-1,"[81, 89]","[81, 110]",,,
S2213671113000738-647_T1-1,S2213671113000738-647,T1-1,1,Quantity,"[14, 17]",,,,,,,{'mods': ['IsCount']}
S2213671113000738-647_T2-1,S2213671113000738-647,T2-1,1,MeasuredEntity,"[18, 25]",HasQuantity,T1-1,"[14, 17]","[14, 25]",,,
S2213671113000738-647_T1-2,S2213671113000738-647,T1-2,2,Quantity,"[170, 173]",,,,,,,{'mods': ['IsCount']}
S2213671113000738-647_T2-2,S2213671113000738-647,T2-2,2,MeasuredEntity,"[174, 181]",HasQuantity,T1-2,"[170, 173]","[170, 181]",,,
S2213671113000738-647_T3-2,S2213671113000738-647,T3-2,2,Qualifier,"[164, 169]",Qualifies,T2-2,"[174, 181]","[164, 181]",,,
S2213671113000738-647_T1-3,S2213671113000738-647,T1-3,3,Quantity,"[1066, 1081]",,,,,weeks,"[1694, 15390]",
S2213671113000738-647_T2-3,S2213671113000738-647,T2-3,3,MeasuredProperty,"[982, 1000]",HasQuantity,T1-3,"[1066, 1081]","[982, 1081]",,,
S2213671113000738-647_T3-3,S2213671113000738-647,T3-3,3,MeasuredEntity,"[1008, 1065]",HasProperty,T2-3,"[982, 1000]","[982, 1065]",,,
S2213671113000738-667_T1-1,S2213671113000738-667,T1-1,1,Quantity,"[370, 378]",,,,,ng/ml,"[2590, 73, 18517]",
S2213671113000738-667_T3-1,S2213671113000738-667,T3-1,1,MeasuredEntity,"[345, 368]",HasQuantity,T1-1,"[370, 378]","[345, 378]",,,
S2213671113000738-667_T4-1,S2213671113000738-667,T4-1,1,Qualifier,"[379, 388]",Qualifies,T3-1,"[345, 368]","[345, 388]",,,
S2213671113000738-667_T1-2,S2213671113000738-667,T1-2,2,Quantity,"[383, 388]",,,,,hr,[5039],
S2213671113000738-667_T4-2,S2213671113000738-667,T4-2,2,MeasuredProperty,"[333, 368]",HasQuantity,T1-2,"[383, 388]","[333, 388]",,,
S2213671113000738-667_T3-2,S2213671113000738-667,T3-2,2,MeasuredEntity,"[92, 117]",HasProperty,T4-2,"[333, 368]","[92, 368]",,,
S2213671113000738-667_T1-3,S2213671113000738-667,T1-3,3,Quantity,"[440, 459]",,,,,,,{'mods': ['IsApproximate']}
S2213671113000738-667_T3-3,S2213671113000738-667,T3-3,3,MeasuredProperty,"[406, 435]",HasQuantity,T1-3,"[440, 459]","[406, 459]",,,
S2213671113000738-667_T4-3,S2213671113000738-667,T4-3,3,MeasuredEntity,"[40, 117]",HasProperty,T3-3,"[406, 435]","[40, 435]",,,
S2213671113000738-667_T2-3,S2213671113000738-667,T2-3,3,Qualifier,"[460, 545]",Qualifies,T3-3,"[406, 435]","[406, 545]",,,
S2213671113000738-684_T1-1,S2213671113000738-684,T1-1,1,Quantity,"[75, 78]",,,,,,,{'mods': ['IsCount']}
S2213671113000738-684_T2-1,S2213671113000738-684,T2-1,1,MeasuredEntity,"[79, 88]",HasQuantity,T1-1,"[75, 78]","[75, 88]",,,
S2213671113000738-684_T1-2,S2213671113000738-684,T1-2,2,Quantity,"[108, 116]",,,,,months,[34606],
S2213671113000738-684_T2-2,S2213671113000738-684,T2-2,2,MeasuredEntity,"[30, 38]",HasQuantity,T1-2,"[108, 116]","[30, 116]",,,
S2213671113000738-684_T1-3,S2213671113000738-684,T1-3,3,Quantity,"[304, 312]",,,,,months,[34606],
S2213671113000738-684_T2-3,S2213671113000738-684,T2-3,3,MeasuredEntity,"[258, 300]",HasQuantity,T1-3,"[304, 312]","[258, 312]",,,
S2213671113000738-684_T4-3,S2213671113000738-684,T4-3,3,Qualifier,"[313, 350]",Qualifies,T1-3,"[304, 312]","[304, 350]",,,
